timestamp,consumption_kwh,temperature_c,humidity_pct,source_type
2024-01-07 07:00:00,105.387,8.84,76.07,synthetic_demo
2024-01-07 08:00:00,110.791,7.91,67.91,synthetic_demo
2024-01-07 09:00:00,113.679,9.5,74.4,synthetic_demo
2024-01-07 10:00:00,118.773,10.52,77.16,synthetic_demo
2024-01-07 11:00:00,121.209,13.5,71.45,synthetic_demo
2024-01-07 12:00:00,122.498,12.57,70.55,synthetic_demo
2024-01-07 13:00:00,123.274,14.8,67.37,synthetic_demo
2024-01-07 14:00:00,123.292,14.32,64.11,synthetic_demo
2024-01-07 15:00:00,120.004,14.79,67.5,synthetic_demo
2024-01-07 16:00:00,117.25,16.26,72.84,synthetic_demo
2024-01-07 17:00:00,121.425,17.58,64.75,synthetic_demo
2024-01-07 18:00:00,119.093,21.8,57.1,synthetic_demo
2024-01-07 19:00:00,106.607,18.76,61.82,synthetic_demo
2024-01-07 20:00:00,101.841,20.92,63.34,synthetic_demo
2024-01-07 21:00:00,98.108,18.66,62.51,synthetic_demo
2024-01-07 22:00:00,92.091,20.36,65.27,synthetic_demo
2024-01-07 23:00:00,91.231,18.91,66.76,synthetic_demo
2024-01-08 00:00:00,94.3,17.35,69.99,synthetic_demo
2024-01-08 01:00:00,92.851,16.29,73.63,synthetic_demo
2024-01-08 02:00:00,94.181,14.26,73.32,synthetic_demo
2024-01-08 03:00:00,93.54,14.28,63.64,synthetic_demo
2024-01-08 04:00:00,97.3,12.0,65.85,synthetic_demo
2024-01-08 05:00:00,101.479,10.04,71.76,synthetic_demo
2024-01-08 06:00:00,102.695,9.18,70.65,synthetic_demo
2024-01-08 07:00:00,108.202,10.42,66.1,synthetic_demo
2024-01-08 08:00:00,112.944,11.94,68.22,synthetic_demo
2024-01-08 09:00:00,121.059,10.4,69.43,synthetic_demo
2024-01-08 10:00:00,123.753,10.57,68.3,synthetic_demo
2024-01-08 11:00:00,127.348,11.85,68.92,synthetic_demo
2024-01-08 12:00:00,124.247,14.11,74.36,synthetic_demo
2024-01-08 13:00:00,125.576,14.01,69.55,synthetic_demo
2024-01-08 14:00:00,129.259,14.55,80.43,synthetic_demo
2024-01-08 15:00:00,120.58,17.66,66.12,synthetic_demo
2024-01-08 16:00:00,125.729,18.06,63.47,synthetic_demo
2024-01-08 17:00:00,119.908,20.42,62.81,synthetic_demo
2024-01-08 18:00:00,120.903,19.59,64.82,synthetic_demo
2024-01-08 19:00:00,112.784,18.4,66.78,synthetic_demo
2024-01-08 20:00:00,112.003,18.4,74.99,synthetic_demo
2024-01-08 21:00:00,111.983,21.85,57.27,synthetic_demo
2024-01-08 22:00:00,93.296,21.44,66.17,synthetic_demo
2024-01-08 23:00:00,96.375,18.36,65.68,synthetic_demo
2024-01-09 00:00:00,95.046,17.21,57.82,synthetic_demo
2024-01-09 01:00:00,98.905,18.22,68.62,synthetic_demo
2024-01-09 02:00:00,98.255,13.84,75.05,synthetic_demo
2024-01-09 03:00:00,100.729,12.8,65.36,synthetic_demo
2024-01-09 04:00:00,101.51,13.44,69.02,synthetic_demo
2024-01-09 05:00:00,108.625,11.16,62.5,synthetic_demo
2024-01-09 06:00:00,108.511,10.83,65.12,synthetic_demo
2024-01-09 07:00:00,118.553,10.14,77.28,synthetic_demo
2024-01-09 08:00:00,119.913,10.58,69.32,synthetic_demo
2024-01-09 09:00:00,122.27,12.03,64.8,synthetic_demo
2024-01-09 10:00:00,131.997,10.95,72.46,synthetic_demo
2024-01-09 11:00:00,131.536,12.41,67.39,synthetic_demo
2024-01-09 12:00:00,137.287,10.21,69.62,synthetic_demo
2024-01-09 13:00:00,136.531,13.82,72.43,synthetic_demo
2024-01-09 14:00:00,131.881,14.16,62.62,synthetic_demo
2024-01-09 15:00:00,131.512,15.0,63.14,synthetic_demo
2024-01-09 16:00:00,129.067,16.62,66.98,synthetic_demo
2024-01-09 17:00:00,132.152,18.31,69.54,synthetic_demo
2024-01-09 18:00:00,125.637,20.6,68.82,synthetic_demo
2024-01-09 19:00:00,120.458,18.41,61.27,synthetic_demo
2024-01-09 20:00:00,115.05,20.21,67.67,synthetic_demo
2024-01-09 21:00:00,111.011,19.42,59.77,synthetic_demo
2024-01-09 22:00:00,105.996,19.11,73.1,synthetic_demo
2024-01-09 23:00:00,100.537,19.91,57.58,synthetic_demo
2024-01-10 00:00:00,99.296,18.45,71.21,synthetic_demo
2024-01-10 01:00:00,98.346,18.2,61.51,synthetic_demo
2024-01-10 02:00:00,98.984,15.11,77.63,synthetic_demo
2024-01-10 03:00:00,99.089,13.17,72.27,synthetic_demo
2024-01-10 04:00:00,103.256,12.53,64.81,synthetic_demo
2024-01-10 05:00:00,111.484,12.06,67.71,synthetic_demo
2024-01-10 06:00:00,112.419,11.18,75.01,synthetic_demo
2024-01-10 07:00:00,118.902,9.17,78.18,synthetic_demo
2024-01-10 08:00:00,117.198,10.41,71.45,synthetic_demo
2024-01-10 09:00:00,127.636,10.74,71.72,synthetic_demo
2024-01-10 10:00:00,129.908,13.99,72.37,synthetic_demo
2024-01-10 11:00:00,132.131,14.02,69.21,synthetic_demo
2024-01-10 12:00:00,135.257,11.78,64.1,synthetic_demo
2024-01-10 13:00:00,134.52,13.66,64.81,synthetic_demo
2024-01-10 14:00:00,130.653,13.54,70.15,synthetic_demo
2024-01-10 15:00:00,134.95,15.89,72.95,synthetic_demo
2024-01-10 16:00:00,130.734,18.18,72.89,synthetic_demo
2024-01-10 17:00:00,129.896,20.28,66.81,synthetic_demo
2024-01-10 18:00:00,124.253,18.76,65.72,synthetic_demo
2024-01-10 19:00:00,118.59,19.34,67.5,synthetic_demo
2024-01-10 20:00:00,117.322,17.72,61.88,synthetic_demo
2024-01-10 21:00:00,115.762,19.93,62.46,synthetic_demo
2024-01-10 22:00:00,105.217,18.36,60.53,synthetic_demo
2024-01-10 23:00:00,99.188,18.2,58.54,synthetic_demo
2024-01-11 00:00:00,96.821,16.88,67.65,synthetic_demo
2024-01-11 01:00:00,95.654,16.61,67.15,synthetic_demo
2024-01-11 02:00:00,98.105,13.32,72.62,synthetic_demo
2024-01-11 03:00:00,99.391,12.38,72.76,synthetic_demo
2024-01-11 04:00:00,95.07,15.48,68.44,synthetic_demo
2024-01-11 05:00:00,105.863,10.35,74.64,synthetic_demo
2024-01-11 06:00:00,107.109,9.78,72.15,synthetic_demo
2024-01-11 07:00:00,110.935,12.8,71.71,synthetic_demo
2024-01-11 08:00:00,118.063,13.92,65.01,synthetic_demo
2024-01-11 09:00:00,123.606,9.19,74.74,synthetic_demo
2024-01-11 10:00:00,123.234,10.66,74.92,synthetic_demo
2024-01-11 11:00:00,130.788,12.3,66.75,synthetic_demo
2024-01-11 12:00:00,132.707,15.0,67.92,synthetic_demo
2024-01-11 13:00:00,131.89,12.95,66.39,synthetic_demo
2024-01-11 14:00:00,129.451,15.14,64.91,synthetic_demo
2024-01-11 15:00:00,127.432,17.66,59.65,synthetic_demo
2024-01-11 16:00:00,128.585,18.45,70.89,synthetic_demo
2024-01-11 17:00:00,123.786,18.51,69.83,synthetic_demo
2024-01-11 18:00:00,124.599,19.6,66.22,synthetic_demo
2024-01-11 19:00:00,117.484,18.61,74.28,synthetic_demo
2024-01-11 20:00:00,112.967,20.14,62.09,synthetic_demo
2024-01-11 21:00:00,105.404,19.94,78.38,synthetic_demo
2024-01-11 22:00:00,100.802,20.04,62.0,synthetic_demo
2024-01-11 23:00:00,99.465,18.3,65.97,synthetic_demo
2024-01-12 00:00:00,87.695,18.63,62.41,synthetic_demo
2024-01-12 01:00:00,90.755,18.07,66.77,synthetic_demo
2024-01-12 02:00:00,90.552,15.75,71.17,synthetic_demo
2024-01-12 03:00:00,90.888,14.69,67.38,synthetic_demo
2024-01-12 04:00:00,96.748,13.12,78.24,synthetic_demo
2024-01-12 05:00:00,94.365,12.03,71.54,synthetic_demo
2024-01-12 06:00:00,103.807,10.36,73.19,synthetic_demo
2024-01-12 07:00:00,111.015,11.11,66.62,synthetic_demo
2024-01-12 08:00:00,115.317,10.44,73.86,synthetic_demo
2024-01-12 09:00:00,117.561,13.24,68.58,synthetic_demo
2024-01-12 10:00:00,119.909,13.12,66.32,synthetic_demo
2024-01-12 11:00:00,122.105,12.49,66.05,synthetic_demo
2024-01-12 12:00:00,124.572,12.14,83.6,synthetic_demo
2024-01-12 13:00:00,126.881,12.93,68.21,synthetic_demo
2024-01-12 14:00:00,123.569,16.99,58.59,synthetic_demo
2024-01-12 15:00:00,124.903,17.17,62.22,synthetic_demo
2024-01-12 16:00:00,124.797,18.64,64.14,synthetic_demo
2024-01-12 17:00:00,120.682,17.0,68.6,synthetic_demo
2024-01-12 18:00:00,113.779,21.0,65.04,synthetic_demo
2024-01-12 19:00:00,109.122,20.94,65.71,synthetic_demo
2024-01-12 20:00:00,108.709,19.23,60.64,synthetic_demo
2024-01-12 21:00:00,102.698,19.82,65.03,synthetic_demo
2024-01-12 22:00:00,96.847,20.21,58.6,synthetic_demo
2024-01-12 23:00:00,91.168,19.16,60.83,synthetic_demo
2024-01-13 00:00:00,88.314,17.84,60.52,synthetic_demo
2024-01-13 01:00:00,85.726,16.86,60.05,synthetic_demo
2024-01-13 02:00:00,85.194,15.39,72.64,synthetic_demo
2024-01-13 03:00:00,87.658,14.58,71.49,synthetic_demo
2024-01-13 04:00:00,88.929,14.96,72.59,synthetic_demo
2024-01-13 05:00:00,99.033,9.08,73.2,synthetic_demo
2024-01-13 06:00:00,99.206,11.08,75.08,synthetic_demo
2024-01-13 07:00:00,105.35,11.07,62.39,synthetic_demo
2024-01-13 08:00:00,107.649,11.05,75.54,synthetic_demo
2024-01-13 09:00:00,110.963,10.42,72.68,synthetic_demo
2024-01-13 10:00:00,116.33,9.25,75.97,synthetic_demo
2024-01-13 11:00:00,121.863,12.55,71.77,synthetic_demo
2024-01-13 12:00:00,120.421,15.26,62.49,synthetic_demo
2024-01-13 13:00:00,120.337,12.56,62.38,synthetic_demo
2024-01-13 14:00:00,121.779,16.73,62.55,synthetic_demo
2024-01-13 15:00:00,120.671,16.59,69.06,synthetic_demo
2024-01-13 16:00:00,120.101,18.12,68.31,synthetic_demo
2024-01-13 17:00:00,117.798,17.96,58.16,synthetic_demo
2024-01-13 18:00:00,114.04,19.62,58.6,synthetic_demo
2024-01-13 19:00:00,109.535,22.08,57.68,synthetic_demo
2024-01-13 20:00:00,101.135,21.39,60.13,synthetic_demo
2024-01-13 21:00:00,97.176,22.6,54.02,synthetic_demo
2024-01-13 22:00:00,89.21,21.44,54.77,synthetic_demo
2024-01-13 23:00:00,85.856,19.75,59.28,synthetic_demo
2024-01-14 00:00:00,89.667,20.42,63.22,synthetic_demo
2024-01-14 01:00:00,88.046,17.65,59.38,synthetic_demo
2024-01-14 02:00:00,88.242,16.82,65.45,synthetic_demo
2024-01-14 03:00:00,84.698,14.17,73.7,synthetic_demo
2024-01-14 04:00:00,96.858,13.4,62.59,synthetic_demo
2024-01-14 05:00:00,94.69,11.45,69.83,synthetic_demo
2024-01-14 06:00:00,104.926,12.68,74.88,synthetic_demo
2024-01-14 07:00:00,102.586,9.58,70.45,synthetic_demo
2024-01-14 08:00:00,108.521,11.76,67.71,synthetic_demo
2024-01-14 09:00:00,110.084,10.77,77.3,synthetic_demo
2024-01-14 10:00:00,118.945,12.9,68.03,synthetic_demo
2024-01-14 11:00:00,118.882,13.19,74.82,synthetic_demo
2024-01-14 12:00:00,120.74,15.51,69.35,synthetic_demo
2024-01-14 13:00:00,120.757,15.41,65.59,synthetic_demo
2024-01-14 14:00:00,124.447,13.94,71.02,synthetic_demo
2024-01-14 15:00:00,122.52,17.04,67.44,synthetic_demo
2024-01-14 16:00:00,121.863,16.92,71.05,synthetic_demo
2024-01-14 17:00:00,117.143,18.74,61.56,synthetic_demo
2024-01-14 18:00:00,114.614,21.97,61.6,synthetic_demo
2024-01-14 19:00:00,106.942,21.42,61.58,synthetic_demo
2024-01-14 20:00:00,104.194,19.99,66.7,synthetic_demo
2024-01-14 21:00:00,99.488,19.44,58.55,synthetic_demo
2024-01-14 22:00:00,93.73,20.19,68.08,synthetic_demo
2024-01-14 23:00:00,91.978,17.9,67.39,synthetic_demo
2024-01-15 00:00:00,95.603,17.65,58.7,synthetic_demo
2024-01-15 01:00:00,91.325,17.63,71.35,synthetic_demo
2024-01-15 02:00:00,95.624,17.34,76.73,synthetic_demo
2024-01-15 03:00:00,95.34,15.39,72.32,synthetic_demo
2024-01-15 04:00:00,97.643,10.71,78.67,synthetic_demo
2024-01-15 05:00:00,100.606,12.79,70.09,synthetic_demo
2024-01-15 06:00:00,105.247,11.71,62.32,synthetic_demo
2024-01-15 07:00:00,114.514,11.62,61.49,synthetic_demo
2024-01-15 08:00:00,116.306,12.9,70.84,synthetic_demo
2024-01-15 09:00:00,120.384,8.65,70.42,synthetic_demo
2024-01-15 10:00:00,123.241,10.92,66.77,synthetic_demo
2024-01-15 11:00:00,131.521,13.13,69.04,synthetic_demo
2024-01-15 12:00:00,131.041,11.56,73.84,synthetic_demo
2024-01-15 13:00:00,127.605,16.43,59.11,synthetic_demo
2024-01-15 14:00:00,127.889,16.4,64.16,synthetic_demo
2024-01-15 15:00:00,126.213,18.27,72.28,synthetic_demo
2024-01-15 16:00:00,124.076,17.77,59.8,synthetic_demo
2024-01-15 17:00:00,122.657,20.47,67.09,synthetic_demo
2024-01-15 18:00:00,120.598,21.57,59.33,synthetic_demo
2024-01-15 19:00:00,117.969,21.07,64.94,synthetic_demo
2024-01-15 20:00:00,107.782,21.24,67.54,synthetic_demo
2024-01-15 21:00:00,103.815,21.11,65.87,synthetic_demo
2024-01-15 22:00:00,97.38,19.25,68.39,synthetic_demo
2024-01-15 23:00:00,94.615,19.32,58.03,synthetic_demo
2024-01-16 00:00:00,103.163,18.41,70.17,synthetic_demo
2024-01-16 01:00:00,100.559,17.84,60.84,synthetic_demo
2024-01-16 02:00:00,101.061,17.29,66.9,synthetic_demo
2024-01-16 03:00:00,100.445,13.53,70.29,synthetic_demo
2024-01-16 04:00:00,103.264,13.44,71.5,synthetic_demo
2024-01-16 05:00:00,104.664,14.33,69.95,synthetic_demo
2024-01-16 06:00:00,113.476,10.87,67.17,synthetic_demo
2024-01-16 07:00:00,117.556,10.27,65.17,synthetic_demo
2024-01-16 08:00:00,123.808,11.33,75.33,synthetic_demo
2024-01-16 09:00:00,125.158,12.27,71.05,synthetic_demo
2024-01-16 10:00:00,129.027,11.77,76.32,synthetic_demo
2024-01-16 11:00:00,132.514,14.15,68.21,synthetic_demo
2024-01-16 12:00:00,135.759,14.62,60.98,synthetic_demo
2024-01-16 13:00:00,131.651,15.81,71.77,synthetic_demo
2024-01-16 14:00:00,135.454,16.76,64.24,synthetic_demo
2024-01-16 15:00:00,132.145,20.18,64.72,synthetic_demo
2024-01-16 16:00:00,127.211,18.34,61.42,synthetic_demo
2024-01-16 17:00:00,125.435,17.22,73.89,synthetic_demo
2024-01-16 18:00:00,124.993,22.35,56.67,synthetic_demo
2024-01-16 19:00:00,123.505,20.37,61.15,synthetic_demo
2024-01-16 20:00:00,119.303,21.22,62.61,synthetic_demo
2024-01-16 21:00:00,112.327,22.49,55.46,synthetic_demo
2024-01-16 22:00:00,107.815,18.5,66.17,synthetic_demo
2024-01-16 23:00:00,100.947,18.12,72.92,synthetic_demo
2024-01-17 00:00:00,102.496,16.8,63.59,synthetic_demo
2024-01-17 01:00:00,99.077,16.57,68.23,synthetic_demo
2024-01-17 02:00:00,99.567,16.75,52.34,synthetic_demo
2024-01-17 03:00:00,101.042,15.56,66.97,synthetic_demo
2024-01-17 04:00:00,101.14,14.06,66.95,synthetic_demo
2024-01-17 05:00:00,111.566,10.99,67.18,synthetic_demo
2024-01-17 06:00:00,112.052,9.12,78.36,synthetic_demo
2024-01-17 07:00:00,116.395,11.46,69.22,synthetic_demo
2024-01-17 08:00:00,120.299,10.66,70.69,synthetic_demo
2024-01-17 09:00:00,126.595,11.95,68.53,synthetic_demo
2024-01-17 10:00:00,134.261,12.74,60.12,synthetic_demo
2024-01-17 11:00:00,137.786,12.85,63.94,synthetic_demo
2024-01-17 12:00:00,132.077,14.64,72.8,synthetic_demo
2024-01-17 13:00:00,135.307,15.21,56.93,synthetic_demo
2024-01-17 14:00:00,133.336,16.86,62.16,synthetic_demo
2024-01-17 15:00:00,135.587,16.67,64.16,synthetic_demo
2024-01-17 16:00:00,131.326,18.51,73.23,synthetic_demo
2024-01-17 17:00:00,129.754,20.0,67.01,synthetic_demo
2024-01-17 18:00:00,126.834,21.54,59.0,synthetic_demo
2024-01-17 19:00:00,121.079,20.58,69.17,synthetic_demo
2024-01-17 20:00:00,120.606,21.85,57.8,synthetic_demo
2024-01-17 21:00:00,114.133,20.74,67.55,synthetic_demo
2024-01-17 22:00:00,106.654,20.41,56.0,synthetic_demo
2024-01-17 23:00:00,97.123,20.76,67.85,synthetic_demo
2024-01-18 00:00:00,96.741,16.47,64.32,synthetic_demo
2024-01-18 01:00:00,100.431,16.1,61.54,synthetic_demo
2024-01-18 02:00:00,99.533,14.58,66.96,synthetic_demo
2024-01-18 03:00:00,94.988,12.26,71.52,synthetic_demo
2024-01-18 04:00:00,100.918,13.05,66.95,synthetic_demo
2024-01-18 05:00:00,102.873,13.72,71.59,synthetic_demo
2024-01-18 06:00:00,113.043,11.69,67.73,synthetic_demo
2024-01-18 07:00:00,114.771,11.77,73.68,synthetic_demo
2024-01-18 08:00:00,117.408,12.67,71.98,synthetic_demo
2024-01-18 09:00:00,123.357,13.12,69.05,synthetic_demo
2024-01-18 10:00:00,121.804,11.95,68.21,synthetic_demo
2024-01-18 11:00:00,127.713,14.45,68.92,synthetic_demo
2024-01-18 12:00:00,131.757,13.97,71.35,synthetic_demo
2024-01-18 13:00:00,133.992,14.06,78.82,synthetic_demo
